"Ind";"Anchor";"Compound";"DoseAnchor(M)";"DoseCompound(M)";"plate";"row";"col";"Viability"
"ind";Gemcitabine;Erlotinib HCl (OSI-744);1e-09;3e-06;4;1;14;78.8347631115774
"ind";Gemcitabine;Erlotinib HCl (OSI-744);1e-09;1e-06;5;1;3;92.9338876872132
"ind";Gemcitabine;Erlotinib HCl (OSI-744);1e-09;3e-07;5;1;14;86.2491742976673
"ind";Gemcitabine;Erlotinib HCl (OSI-744);1e-09;1e-07;6;1;3;24.2596310351825
"ind";Gemcitabine;Erlotinib HCl (OSI-744);1e-09;1e-08;6;1;14;34.4033284258911
"ind";Gemcitabine;Erlotinib HCl (OSI-744);1e-08;1e-05;7;1;3;35.1148355862954
"ind";Gemcitabine;Erlotinib HCl (OSI-744);1e-08;3e-06;7;1;14;35.7611788223002
"ind";Gemcitabine;Erlotinib HCl (OSI-744);1e-08;1e-06;8;1;3;36.4280153066144
"ind";Gemcitabine;Erlotinib HCl (OSI-744);1e-08;3e-07;8;1;14;32.2303533214461
"ind";Gemcitabine;Erlotinib HCl (OSI-744);1e-08;1e-07;9;1;3;24.5357142343167
"ind";Gemcitabine;Erlotinib HCl (OSI-744);1e-08;1e-08;9;1;14;27.6400959613622
"ind";Gemcitabine;Erlotinib HCl (OSI-744);1e-07;1e-05;10;1;3;23.6268732109783
"ind";Gemcitabine;Erlotinib HCl (OSI-744);1e-07;3e-06;10;1;14;27.8466402729747
"ind";Gemcitabine;Erlotinib HCl (OSI-744);1e-07;1e-06;11;1;3;26.294219148235
"ind";Gemcitabine;Erlotinib HCl (OSI-744);1e-07;3e-07;11;1;14;25.3011025194895
"ind";Gemcitabine;Erlotinib HCl (OSI-744);1e-07;1e-07;12;1;3;23.8612791298429
"ind";Gemcitabine;Erlotinib HCl (OSI-744);1e-07;1e-08;12;1;14;25.9532022859182
"ind";Gemcitabine;Vandetanib (ZD6474);0;1e-05;1;1;4;52.1617642614443
"ind";Gemcitabine;Vandetanib (ZD6474);0;3e-06;1;1;15;79.6736047249602
"ind";Gemcitabine;Vandetanib (ZD6474);0;1e-06;2;1;4;93.3824365378499
"ind";Gemcitabine;Vandetanib (ZD6474);0;3e-07;2;1;15;92.0395531205432
"ind";Gemcitabine;Vandetanib (ZD6474);0;1e-07;3;1;4;27.2083561795635
"ind";Gemcitabine;Vandetanib (ZD6474);0;1e-08;3;1;15;39.180557894146
"ind";Gemcitabine;Vandetanib (ZD6474);1e-09;1e-05;4;1;4;46.1261572425068
"ind";Gemcitabine;Vandetanib (ZD6474);1e-09;3e-06;4;1;15;71.1999919408574
"ind";Gemcitabine;Vandetanib (ZD6474);1e-09;1e-06;5;1;4;96.6399419741733
"ind";Gemcitabine;Vandetanib (ZD6474);1e-09;3e-07;5;1;15;80.8919168238919
"ind";Gemcitabine;Vandetanib (ZD6474);1e-09;1e-07;6;1;4;24.7061075348666
"ind";Gemcitabine;Vandetanib (ZD6474);1e-09;1e-08;6;1;15;32.055585057774
"ind";Gemcitabine;Vandetanib (ZD6474);1e-08;1e-05;7;1;4;25.626461619053
"ind";Gemcitabine;Vandetanib (ZD6474);1e-08;3e-06;7;1;15;28.1779861641791
"ind";Gemcitabine;Vandetanib (ZD6474);1e-08;1e-06;8;1;4;30.2740540221598
"ind";Gemcitabine;Vandetanib (ZD6474);1e-08;3e-07;8;1;15;32.3915361733176
"ind";Gemcitabine;Vandetanib (ZD6474);1e-08;1e-07;9;1;4;24.7404164561935
"ind";Gemcitabine;Vandetanib (ZD6474);1e-08;1e-08;9;1;15;26.2444827253718
"ind";Gemcitabine;Vandetanib (ZD6474);1e-07;1e-05;10;1;4;16.4173945079821
"ind";Gemcitabine;Vandetanib (ZD6474);1e-07;3e-06;10;1;15;22.394745439029
"ind";Gemcitabine;Vandetanib (ZD6474);1e-07;1e-06;11;1;4;25.2971880788011
"ind";Gemcitabine;Vandetanib (ZD6474);1e-07;3e-07;11;1;15;24.7473242927023
"ind";Gemcitabine;Vandetanib (ZD6474);1e-07;1e-07;12;1;4;22.6586247936644
"ind";Gemcitabine;Vandetanib (ZD6474);1e-07;1e-08;12;1;15;25.9170512748556
"ind";Gemcitabine;Vatalanib (PTK787) 2HCl;0;1e-05;1;1;5;82.4005883174093
"ind";Gemcitabine;Vatalanib (PTK787) 2HCl;0;3e-06;1;1;16;85.3350372663388
"ind";Gemcitabine;Vatalanib (PTK787) 2HCl;0;1e-06;2;1;5;95.3748868481989
"ind";Gemcitabine;Vatalanib (PTK787) 2HCl;0;3e-07;2;1;16;95.0375541653535
"ind";Gemcitabine;Vatalanib (PTK787) 2HCl;0;1e-07;3;1;5;24.2308483830626
"ind";Gemcitabine;Vatalanib (PTK787) 2HCl;0;1e-08;3;1;16;42.2676700299196
"ind";Gemcitabine;Vatalanib (PTK787) 2HCl;1e-09;1e-05;4;1;5;80.9672122418376
"ind";Gemcitabine;Vatalanib (PTK787) 2HCl;1e-09;3e-06;4;1;16;83.2099564950213
"ind";Gemcitabine;Vatalanib (PTK787) 2HCl;1e-09;1e-06;5;1;5;94.2677909170585
"ind";Gemcitabine;Vatalanib (PTK787) 2HCl;1e-09;3e-07;5;1;16;85.5282264273677
"ind";Gemcitabine;Vatalanib (PTK787) 2HCl;1e-09;1e-07;6;1;5;26.9856935827638
"ind";Gemcitabine;Vatalanib (PTK787) 2HCl;1e-09;1e-08;6;1;16;31.7871004787994
"ind";Gemcitabine;Vatalanib (PTK787) 2HCl;1e-08;1e-05;7;1;5;47.6210130630067
"ind";Gemcitabine;Vatalanib (PTK787) 2HCl;1e-08;3e-06;7;1;16;33.3650805986216
"ind";Gemcitabine;Vatalanib (PTK787) 2HCl;1e-08;1e-06;8;1;5;36.3345292525289
"ind";Gemcitabine;Vatalanib (PTK787) 2HCl;1e-08;3e-07;8;1;16;33.5322502421341
"ind";Gemcitabine;Vatalanib (PTK787) 2HCl;1e-08;1e-07;9;1;5;24.7694293695304
"ind";Gemcitabine;Vatalanib (PTK787) 2HCl;1e-08;1e-08;9;1;16;27.8646006478975
"ind";Gemcitabine;Vatalanib (PTK787) 2HCl;1e-07;1e-05;10;1;5;22.5860925103222
"ind";Gemcitabine;Vatalanib (PTK787) 2HCl;1e-07;3e-06;10;1;16;22.8179655558002
"ind";Gemcitabine;Vatalanib (PTK787) 2HCl;1e-07;1e-06;11;1;5;25.9237288501474
"ind";Gemcitabine;Vatalanib (PTK787) 2HCl;1e-07;3e-07;11;1;16;23.7422340806749
"ind";Gemcitabine;Vatalanib (PTK787) 2HCl;1e-07;1e-07;12;1;5;24.1182506479695
"ind";Gemcitabine;Vatalanib (PTK787) 2HCl;1e-07;1e-08;12;1;16;24.7192324242333
"ind";Gemcitabine;Alisertib (MLN8237);0;1e-05;1;1;6;21.0405792220913
"ind";Gemcitabine;Alisertib (MLN8237);0;3e-06;1;1;17;50.6885529953386
"ind";Gemcitabine;Alisertib (MLN8237);0;1e-06;2;1;6;61.977339417986
"ind";Gemcitabine;Alisertib (MLN8237);0;3e-07;2;1;17;63.9161388647834
"ind";Gemcitabine;Alisertib (MLN8237);0;1e-07;3;1;6;25.8435979466456
"ind";Gemcitabine;Alisertib (MLN8237);0;1e-08;3;1;17;41.665076425137
"ind";Gemcitabine;Alisertib (MLN8237);1e-09;1e-05;4;1;6;24.7475545539193
"ind";Gemcitabine;Alisertib (MLN8237);1e-09;3e-06;4;1;17;50.4741798023495
"ind";Gemcitabine;Alisertib (MLN8237);1e-09;1e-06;5;1;6;61.9626027001006
"ind";Gemcitabine;Alisertib (MLN8237);1e-09;3e-07;5;1;17;63.573279912731
"ind";Gemcitabine;Alisertib (MLN8237);1e-09;1e-07;6;1;6;27.4611829957848
"ind";Gemcitabine;Alisertib (MLN8237);1e-09;1e-08;6;1;17;35.3029590005512
"ind";Gemcitabine;Alisertib (MLN8237);1e-08;1e-05;7;1;6;17.3824192682586
"ind";Gemcitabine;Alisertib (MLN8237);1e-08;3e-06;7;1;17;23.9607519755693
"ind";Gemcitabine;Alisertib (MLN8237);1e-08;1e-06;8;1;6;29.5943229096959
"ind";Gemcitabine;Alisertib (MLN8237);1e-08;3e-07;8;1;17;32.8225851714655
"ind";Gemcitabine;Alisertib (MLN8237);1e-08;1e-07;9;1;6;25.2564318433993
"ind";Gemcitabine;Alisertib (MLN8237);1e-08;1e-08;9;1;17;29.3187002329956
"ind";Gemcitabine;Alisertib (MLN8237);1e-07;1e-05;10;1;6;11.5918101841658
"ind";Gemcitabine;Alisertib (MLN8237);1e-07;3e-06;10;1;17;19.8485169018929
"ind";Gemcitabine;Alisertib (MLN8237);1e-07;1e-06;11;1;6;26.7480640068618
"ind";Gemcitabine;Alisertib (MLN8237);1e-07;3e-07;11;1;17;23.135956296421
"ind";Gemcitabine;Alisertib (MLN8237);1e-07;1e-07;12;1;6;23.9400284660429
"ind";Gemcitabine;Alisertib (MLN8237);1e-07;1e-08;12;1;17;26.6999394125173
"ind";Gemcitabine;SB525334;0;1e-05;1;1;7;78.5658180101689
"ind";Gemcitabine;SB525334;0;3e-06;1;1;18;86.7691041255614
"ind";Gemcitabine;SB525334;0;1e-06;2;1;7;90.5988086860288
"ind";Gemcitabine;SB525334;0;3e-07;2;1;18;97.7838797000272
"ind";Gemcitabine;SB525334;0;1e-07;3;1;7;26.9235230541848
"ind";Gemcitabine;SB525334;0;1e-08;3;1;18;40.6247562469149
"ind";Gemcitabine;SB525334;1e-09;1e-05;4;1;7;82.6048300168522
"ind";Gemcitabine;SB525334;1e-09;3e-06;4;1;18;81.6844759326659
"ind";Gemcitabine;SB525334;1e-09;1e-06;5;1;7;94.0518058955506
"ind";Gemcitabine;SB525334;1e-09;3e-07;5;1;18;88.9639540456176
"ind";Gemcitabine;SB525334;1e-09;1e-07;6;1;7;23.0203651655074
"ind";Gemcitabine;SB525334;1e-09;1e-08;6;1;18;31.913744148127
"ind";Gemcitabine;SB525334;1e-08;1e-05;7;1;7;41.014588487227
"ind";Gemcitabine;SB525334;1e-08;3e-06;7;1;18;33.6386309243693
"ind";Gemcitabine;SB525334;1e-08;1e-06;8;1;7;35.3400310564816
"ind";Gemcitabine;SB525334;1e-08;3e-07;8;1;18;32.7788355402432
"ind";Gemcitabine;SB525334;1e-08;1e-07;9;1;7;22.7594792066925
"ind";Gemcitabine;SB525334;1e-08;1e-08;9;1;18;29.355772288926
"ind";Gemcitabine;SB525334;1e-07;1e-05;10;1;7;28.5171609367602
"ind";Gemcitabine;SB525334;1e-07;3e-06;10;1;18;29.2116287671095
"ind";Gemcitabine;SB525334;1e-07;1e-06;11;1;7;26.4157970707895
"ind";Gemcitabine;SB525334;1e-07;3e-07;11;1;18;25.9971821783575
"ind";Gemcitabine;SB525334;1e-07;1e-07;12;1;7;25.4712655588224
"ind";Gemcitabine;SB525334;1e-07;1e-08;12;1;18;26.407277405762
"ind";Gemcitabine;BGJ398 (NVP-BGJ398);0;1e-05;1;1;8;2.76935165636967
"ind";Gemcitabine;BGJ398 (NVP-BGJ398);0;3e-06;1;1;19;10.5134969051453
"ind";Gemcitabine;BGJ398 (NVP-BGJ398);0;1e-06;2;1;8;54.3524694795953
"ind";Gemcitabine;BGJ398 (NVP-BGJ398);0;3e-07;2;1;19;60.2991956687865
"ind";Gemcitabine;BGJ398 (NVP-BGJ398);0;1e-07;3;1;8;27.0727323227744
"ind";Gemcitabine;BGJ398 (NVP-BGJ398);0;1e-08;3;1;19;39.5107524792657
"ind";Gemcitabine;BGJ398 (NVP-BGJ398);1e-09;1e-05;4;1;8;2.51330118311092
"ind";Gemcitabine;BGJ398 (NVP-BGJ398);1e-09;3e-06;4;1;19;12.564203303385
"ind";Gemcitabine;BGJ398 (NVP-BGJ398);1e-09;1e-06;5;1;8;57.2235965938609
"ind";Gemcitabine;BGJ398 (NVP-BGJ398);1e-09;3e-07;5;1;19;60.0325531795476
"ind";Gemcitabine;BGJ398 (NVP-BGJ398);1e-09;1e-07;6;1;8;24.6952852576695
"ind";Gemcitabine;BGJ398 (NVP-BGJ398);1e-09;1e-08;6;1;19;34.7501018186319
"ind";Gemcitabine;BGJ398 (NVP-BGJ398);1e-08;1e-05;7;1;8;1.8133070835546
"ind";Gemcitabine;BGJ398 (NVP-BGJ398);1e-08;3e-06;7;1;19;9.28298096171476
"ind";Gemcitabine;BGJ398 (NVP-BGJ398);1e-08;1e-06;8;1;8;27.522202218279
"ind";Gemcitabine;BGJ398 (NVP-BGJ398);1e-08;3e-07;8;1;19;30.4508946367845
"ind";Gemcitabine;BGJ398 (NVP-BGJ398);1e-08;1e-07;9;1;8;26.0607342742382
"ind";Gemcitabine;BGJ398 (NVP-BGJ398);1e-08;1e-08;9;1;19;26.8051687886677
"ind";Gemcitabine;BGJ398 (NVP-BGJ398);1e-07;1e-05;10;1;8;1.37788312228454
"ind";Gemcitabine;BGJ398 (NVP-BGJ398);1e-07;3e-06;10;1;19;9.34446070664289
"ind";Gemcitabine;BGJ398 (NVP-BGJ398);1e-07;1e-06;11;1;8;21.9726766283426
"ind";Gemcitabine;BGJ398 (NVP-BGJ398);1e-07;3e-07;11;1;19;22.4156992097723
"ind";Gemcitabine;BGJ398 (NVP-BGJ398);1e-07;1e-07;12;1;8;23.2285213056387
"ind";Gemcitabine;BGJ398 (NVP-BGJ398);1e-07;1e-08;12;1;19;21.5697194986638
"ind";Gemcitabine;CX-4945 (Silmitasertib);0;1e-05;1;1;9;15.4159884754261
"ind";Gemcitabine;CX-4945 (Silmitasertib);0;3e-06;1;1;20;40.4688694030334
"ind";Gemcitabine;CX-4945 (Silmitasertib);0;1e-06;2;1;9;60.8628751279029
"ind";Gemcitabine;CX-4945 (Silmitasertib);0;3e-07;2;1;20;83.4114350598607
"ind";Gemcitabine;CX-4945 (Silmitasertib);0;1e-07;3;1;9;29.6362304511825
"ind";Gemcitabine;CX-4945 (Silmitasertib);0;1e-08;3;1;20;37.7764249931281
"ind";Gemcitabine;CX-4945 (Silmitasertib);1e-09;1e-05;4;1;9;14.6280345909913
"ind";Gemcitabine;CX-4945 (Silmitasertib);1e-09;3e-06;4;1;20;36.2042014037299
"ind";Gemcitabine;CX-4945 (Silmitasertib);1e-09;1e-06;5;1;9;66.6318396576016
"ind";Gemcitabine;CX-4945 (Silmitasertib);1e-09;3e-07;5;1;20;76.2173838584009
"ind";Gemcitabine;CX-4945 (Silmitasertib);1e-09;1e-07;6;1;9;27.6258197659107
"ind";Gemcitabine;CX-4945 (Silmitasertib);1e-09;1e-08;6;1;20;38.0324754663869
"ind";Gemcitabine;CX-4945 (Silmitasertib);1e-08;1e-05;7;1;9;12.4299610138977
"ind";Gemcitabine;CX-4945 (Silmitasertib);1e-08;3e-06;7;1;20;24.3112095477814
"ind";Gemcitabine;CX-4945 (Silmitasertib);1e-08;1e-06;8;1;9;31.3215122981077
"ind";Gemcitabine;CX-4945 (Silmitasertib);1e-08;3e-07;8;1;20;35.6133511210123
"ind";Gemcitabine;CX-4945 (Silmitasertib);1e-08;1e-07;9;1;9;27.7126282447044
"ind";Gemcitabine;CX-4945 (Silmitasertib);1e-08;1e-08;9;1;20;29.5376786503239
"ind";Gemcitabine;CX-4945 (Silmitasertib);1e-07;1e-05;10;1;9;12.7553201134612
"ind";Gemcitabine;CX-4945 (Silmitasertib);1e-07;3e-06;10;1;20;18.9387548336866
"ind";Gemcitabine;CX-4945 (Silmitasertib);1e-07;1e-06;11;1;9;22.0106697291409
"ind";Gemcitabine;CX-4945 (Silmitasertib);1e-07;3e-07;11;1;20;25.2762343080578
"ind";Gemcitabine;CX-4945 (Silmitasertib);1e-07;1e-07;12;1;9;25.9513601961826
"ind";Gemcitabine;CX-4945 (Silmitasertib);1e-07;1e-08;12;1;20;25.3607401746819
"ind";Gemcitabine;MK-8776 (SCH 900776);0;1e-05;1;1;10;80.9163245128896
"ind";Gemcitabine;MK-8776 (SCH 900776);0;3e-06;1;1;21;77.2010597772511
"ind";Gemcitabine;MK-8776 (SCH 900776);0;1e-06;2;1;10;83.4874212614573
"ind";Gemcitabine;MK-8776 (SCH 900776);0;3e-07;2;1;21;91.8574164979284
"ind";Gemcitabine;MK-8776 (SCH 900776);0;1e-07;3;1;10;17.8397180451398
"ind";Gemcitabine;MK-8776 (SCH 900776);0;1e-08;3;1;21;39.175261886156
"ind";Gemcitabine;MK-8776 (SCH 900776);1e-09;1e-05;4;1;10;47.2949631797923
"ind";Gemcitabine;MK-8776 (SCH 900776);1e-09;3e-06;4;1;21;20.5756818250504
"ind";Gemcitabine;MK-8776 (SCH 900776);1e-09;1e-06;5;1;10;34.0699101837341
"ind";Gemcitabine;MK-8776 (SCH 900776);1e-09;3e-07;5;1;21;51.5796639049712
"ind";Gemcitabine;MK-8776 (SCH 900776);1e-09;1e-07;6;1;10;15.3294102578494
"ind";Gemcitabine;MK-8776 (SCH 900776);1e-09;1e-08;6;1;21;30.6790835027912
"ind";Gemcitabine;MK-8776 (SCH 900776);1e-08;1e-05;7;1;10;14.855993195781
"ind";Gemcitabine;MK-8776 (SCH 900776);1e-08;3e-06;7;1;21;13.7320881958026
"ind";Gemcitabine;MK-8776 (SCH 900776);1e-08;1e-06;8;1;10;14.5076079745216
"ind";Gemcitabine;MK-8776 (SCH 900776);1e-08;3e-07;8;1;21;13.7650155498278
"ind";Gemcitabine;MK-8776 (SCH 900776);1e-08;1e-07;9;1;10;17.5355429775366
"ind";Gemcitabine;MK-8776 (SCH 900776);1e-08;1e-08;9;1;21;25.2350175502221
"ind";Gemcitabine;MK-8776 (SCH 900776);1e-07;1e-05;10;1;10;16.5380513856688
"ind";Gemcitabine;MK-8776 (SCH 900776);1e-07;3e-06;10;1;21;13.9310338872555
"ind";Gemcitabine;MK-8776 (SCH 900776);1e-07;1e-06;11;1;10;12.9729169634878
"ind";Gemcitabine;MK-8776 (SCH 900776);1e-07;3e-07;11;1;21;15.297403948692
"ind";Gemcitabine;MK-8776 (SCH 900776);1e-07;1e-07;12;1;10;19.2134564655191
"ind";Gemcitabine;MK-8776 (SCH 900776);1e-07;1e-08;12;1;21;23.3459545262879
"ind";Gemcitabine;CHIR-99021 (CT99021) HCl;0;1e-05;1;1;11;84.3476771680173
"ind";Gemcitabine;CHIR-99021 (CT99021) HCl;0;3e-06;1;1;22;92.8970458924997
"ind";Gemcitabine;CHIR-99021 (CT99021) HCl;0;1e-06;2;1;11;94.9961071463008
"ind";Gemcitabine;CHIR-99021 (CT99021) HCl;0;3e-07;2;1;22;93.8123342299129
"ind";Gemcitabine;CHIR-99021 (CT99021) HCl;0;1e-07;3;1;11;32.2692674671122
"ind";Gemcitabine;CHIR-99021 (CT99021) HCl;0;1e-08;3;1;22;39.1731895352033
"ind";Gemcitabine;CHIR-99021 (CT99021) HCl;1e-09;1e-05;4;1;11;78.8985454686751
"ind";Gemcitabine;CHIR-99021 (CT99021) HCl;1e-09;3e-06;4;1;22;88.3850773461819
"ind";Gemcitabine;CHIR-99021 (CT99021) HCl;1e-09;1e-06;5;1;11;96.240208501532
"ind";Gemcitabine;CHIR-99021 (CT99021) HCl;1e-09;3e-07;5;1;22;90.9290032711484
"ind";Gemcitabine;CHIR-99021 (CT99021) HCl;1e-09;1e-07;6;1;11;28.5489369847006
"ind";Gemcitabine;CHIR-99021 (CT99021) HCl;1e-09;1e-08;6;1;22;38.9878292555511
"ind";Gemcitabine;CHIR-99021 (CT99021) HCl;1e-08;1e-05;7;1;11;29.6604078789632
"ind";Gemcitabine;CHIR-99021 (CT99021) HCl;1e-08;3e-06;7;1;22;34.0574760780183
"ind";Gemcitabine;CHIR-99021 (CT99021) HCl;1e-08;1e-06;8;1;11;33.6209008106634
"ind";Gemcitabine;CHIR-99021 (CT99021) HCl;1e-08;3e-07;8;1;22;33.5603421106031
"ind";Gemcitabine;CHIR-99021 (CT99021) HCl;1e-08;1e-07;9;1;11;27.8530875870495
"ind";Gemcitabine;CHIR-99021 (CT99021) HCl;1e-08;1e-08;9;1;22;28.7089685304873
"ind";Gemcitabine;CHIR-99021 (CT99021) HCl;1e-07;1e-05;10;1;11;21.7661323167301
"ind";Gemcitabine;CHIR-99021 (CT99021) HCl;1e-07;3e-06;10;1;22;24.568181065908
"ind";Gemcitabine;CHIR-99021 (CT99021) HCl;1e-07;1e-06;11;1;11;27.6389446552774
"ind";Gemcitabine;CHIR-99021 (CT99021) HCl;1e-07;3e-07;11;1;22;26.4770465545007
"ind";Gemcitabine;CHIR-99021 (CT99021) HCl;1e-07;1e-07;12;1;11;21.5872193511527
"ind";Gemcitabine;CHIR-99021 (CT99021) HCl;1e-07;1e-08;12;1;22;25.0823543633781
"ind";Gemcitabine;Losmapimod (GW856553X);0;1e-05;1;1;12;89.1407946602424
"ind";Gemcitabine;Losmapimod (GW856553X);0;3e-06;1;1;23;85.1480651581679
"ind";Gemcitabine;Losmapimod (GW856553X);0;1e-06;2;1;12;92.5698447032005
"ind";Gemcitabine;Losmapimod (GW856553X);0;3e-07;2;1;23;88.271558566221
"ind";Gemcitabine;Losmapimod (GW856553X);0;1e-07;3;1;12;36.068117024507
"ind";Gemcitabine;Losmapimod (GW856553X);0;1e-08;3;1;23;41.0673183059107
"ind";Gemcitabine;Losmapimod (GW856553X);1e-09;1e-05;4;1;12;85.4411876873571
"ind";Gemcitabine;Losmapimod (GW856553X);1e-09;3e-06;4;1;23;83.3980799092771
"ind";Gemcitabine;Losmapimod (GW856553X);1e-09;1e-06;5;1;12;90.2430551058266
"ind";Gemcitabine;Losmapimod (GW856553X);1e-09;3e-07;5;1;23;88.7544163381847
"ind";Gemcitabine;Losmapimod (GW856553X);1e-09;1e-07;6;1;12;35.128420998096
"ind";Gemcitabine;Losmapimod (GW856553X);1e-09;1e-08;6;1;23;38.5717472365056
"ind";Gemcitabine;Losmapimod (GW856553X);1e-08;1e-05;7;1;12;44.557387571363
"ind";Gemcitabine;Losmapimod (GW856553X);1e-08;3e-06;7;1;23;42.095204378417
"ind";Gemcitabine;Losmapimod (GW856553X);1e-08;1e-06;8;1;12;39.1064137822851
"ind";Gemcitabine;Losmapimod (GW856553X);1e-08;3e-07;8;1;23;37.9880350515138
"ind";Gemcitabine;Losmapimod (GW856553X);1e-08;1e-07;9;1;12;28.4100894708741
"ind";Gemcitabine;Losmapimod (GW856553X);1e-08;1e-08;9;1;23;31.5409512378699
"ind";Gemcitabine;Losmapimod (GW856553X);1e-07;1e-05;10;1;12;30.4057634382605
"ind";Gemcitabine;Losmapimod (GW856553X);1e-07;3e-06;10;1;23;28.3299585673723
"ind";Gemcitabine;Losmapimod (GW856553X);1e-07;1e-06;11;1;12;32.938176302379
"ind";Gemcitabine;Losmapimod (GW856553X);1e-07;3e-07;11;1;23;32.4256148334276
"ind";Gemcitabine;Losmapimod (GW856553X);1e-07;1e-07;12;1;12;27.8553901992191
"ind";Gemcitabine;Losmapimod (GW856553X);1e-07;1e-08;12;1;23;26.4814215176229
"ind";Gemcitabine;Axitinib;0;1e-05;1;2;2;34.8221735795401
"ind";Gemcitabine;Axitinib;0;3e-06;1;2;13;48.4345259425239
"ind";Gemcitabine;Axitinib;0;1e-06;2;2;2;85.2185250905574
"ind";Gemcitabine;Axitinib;0;3e-07;2;2;13;90.6416372723832
"ind";Gemcitabine;Axitinib;0;1e-07;3;2;2;45.7766207151626
"ind";Gemcitabine;Axitinib;0;1e-08;3;2;13;39.0755587792126
"ind";Gemcitabine;Axitinib;1e-09;1e-05;4;2;2;35.0020075899854
"ind";Gemcitabine;Axitinib;1e-09;3e-06;4;2;13;50.0726042399725
"ind";Gemcitabine;Axitinib;1e-09;1e-06;5;2;2;82.1744718023553
"ind";Gemcitabine;Axitinib;1e-09;3e-07;5;2;13;85.1153680653596
"ind";Gemcitabine;Axitinib;1e-09;1e-07;6;2;2;37.1577131031585
"ind";Gemcitabine;Axitinib;1e-09;1e-08;6;2;13;30.9788836072722
"ind";Gemcitabine;Axitinib;1e-08;1e-05;7;2;2;29.4471859920589
"ind";Gemcitabine;Axitinib;1e-08;3e-06;7;2;13;24.4677871753137
"ind";Gemcitabine;Axitinib;1e-08;1e-06;8;2;2;32.9388670860299
"ind";Gemcitabine;Axitinib;1e-08;3e-07;8;2;13;31.3615777498586
"ind";Gemcitabine;Axitinib;1e-08;1e-07;9;2;2;27.7586804880962
"ind";Gemcitabine;Axitinib;1e-08;1e-08;9;2;13;27.5399323319849
"ind";Gemcitabine;Axitinib;1e-07;1e-05;10;2;2;20.7575881864483
